"product_id","product_name","profit","profit_margin_rank"
42,"Dell UltraSharp U2720Q Monitor","32420.80999999997","93"
114,"Microsoft Xbox Series X","31824.33","94"
91,"Microsoft Surface Pro 8","31184.550000000014","95"
187,"Bose Soundbar 700","31159.590000000004","96"
218,"Jabra PanaCast 50 Conference Camera","30911.540000000005","97"
79,"Samsung Galaxy S22 Plus","30799.44000000001","98"
183,"Lenovo IdeaPad Flex 5","30497.54","99"
78,"Samsung Galaxy S22","29919.560000000005","100"
5,"Apple AirPods Pro 2nd Generation","29898.700000000066","101"
176,"Sony Xperia 5 II","29639.52","102"
146,"Acer Predator X34 Monitor","29259.65000000001","103"
61,"Samsung Galaxy Z Flip 4","29249.610000000004","104"
237,"Sony A6600 Mirrorless Camera","29231.640000000007","105"
55,"Samsung Galaxy Tab S8","28274.500000000004","106"
36,"Apple Watch Series 7","27215.160000000003","107"
181,"DJI Mavic Air 2","26903.410000000003","108"
306,"Canon EOS 6D Mark II Camera Kit","26774.750000000004","109"
239,"Microsoft Surface Laptop Go","26753.510000000013","110"
116,"LG 27GN950-B UltraGear Monitor","26639.63","111"
164,"iPad Mini (6th Gen)","26319.440000000002","112"
281,"Canon EOS 5D Mark IV Camera Kit","26249.86","113"
185,"iPad Air (4th Gen)","25841.410000000007","114"
265,"Microsoft Surface Laptop 4","24699.800000000003","115"
77,"Samsung Galaxy A52 5G","24254.37","116"
99,"Garmin Forerunner 945","23759.56","117"
664,"Pet Stroller","23196.349999999995","118"
150,"NVIDIA GeForce RTX 3080 Graphics Card","22175.56","119"
47,"Dell Inspiron 14 5000 Laptop","22039.620000000003","120"
50,"Dell Inspiron 14 5000","22039.62","121"
236,"Canon EOS Rebel T8i Camera Kit","21734.54","122"
63,"Samsung 27-Inch 4K Monitor","21419.489999999998","123"
295,"Lenovo Legion 5 Pro Gaming Laptop","21059.82","124"
252,"HP Spectre x360 13 Laptop","20994.83","125"
135,"Canon EOS M50 Mark II","20831.520000000004","126"
283,"HP Envy 17 Laptop","20519.82","127"
70,"Samsung 43-Inch 4K UHD Monitor","20139.469999999998","128"
254,"Canon EOS 90D Camera Kit","20099.75","129"
57,"Samsung 32-Inch Odyssey G7 Monitor","19949.5","130"
271,"Canon RF 24-105mm f/4L IS USM Lens","19889.83","131"
37,"Apple Watch Series 8","19711.229999999992","132"
95,"GoPro HERO10 Black","19599.509999999995","133"
654,"Basketball Hoop","19423.46999999999","134"
290,"Microsoft Surface Book 2","19379.83","135"
684,"Golf Bag","19325.879999999997","136"
268,"Canon EOS 6D Mark II Camera Kit","19094.81","137"
66,"Samsung Galaxy Tab S7+","18971.64","138"
263,"Sony A7 III Camera Kit","18875.869999999995","139"
297,"Microsoft Surface Pro 6","18809.82","140"
723,"Rock Climbing Harness","18720.62999999998","141"
3,"Apple AirPods Pro","18561.149999999983","142"
82,"Samsung Galaxy S21 FE","18521.579999999994","143"
260,"Canon RF 15-35mm f/2.8L IS USM Lens","18468.89","144"
736,"Kids’ Bounce House","18320.460000000006","145"
206,"DJI Mavic Mini 2","17801.539999999994","146"
83,"Samsung Galaxy S20 FE","17786.67","147"
34,"Apple Watch SE","17678.38000000001","148"
716,"Golf Driving Range Net","17629.679999999986","149"
692,"Archery Set","17450.709999999992","150"
179,"Huawei MatePad Pro","17079.649999999998","151"
196,"Bose QuietComfort 45","15987.98999999999","152"
673,"LEGO Star Wars Set","15895.68000000001","153"
710,"Ride-On Car","15676.439999999993","154"
679,"Activity Center","15425.969999999983","155"
35,"Apple Watch SE (2022)","15102.330000000009","156"
155,"Bose 700 Noise Cancelling Headphones","15066.389999999992","157"
717,"Soccer Goal","14926.590000000007","158"
264,"Lenovo IdeaPad Gaming 3","14849.849999999999","159"
676,"Ride-On Toy","14772.21999999999","160"
222,"Sony Xperia 10 III","14651.629999999994","161"
1,"Apple AirPods 3rd Gen","14516.809999999978","162"
128,"Garmin Venu 2","14475.529999999992","163"
100,"DJI Mini 2 Drone","14417.639999999994","164"
75,"Samsung Galaxy Watch 5 Pro","14351.479999999992","165"
186,"GoPro HERO8 Black","14336.409999999989","166"
125,"Sony WH-1000XM5 Wireless Headphones","14307.509999999991","167"
134,"GoPro HERO9 Black","14219.549999999992","168"
58,"Samsung Galaxy Buds2 Pro","13799.39999999999","169"
720,"Portable Basketball Hoop","13360.880000000008","170"
112,"TP-Link Archer AX73 Wi-Fi 6 Router","13327.88999999999","171"
739,"Indoor Climbing Set","13197.999999999987","172"
208,"GoPro HERO11 Black","13103.609999999993","173"
683,"Hiking Boots","13101.75999999999","174"
722,"Trail Running Shoes","13087.799999999997","175"
706,"Remote-Controlled Boat","13043.269999999999","176"
726,"Dog Bed with Canopy","12947.560000000018","177"
115,"Sony PlayStation 5","12919.659999999994","178"
305,"HP Pavilion x360 14 Laptop","12824.75","179"
737,"Mini Pool Table","12669.800000000003","180"
711,"Inflatable Slide","12591.209999999995","181"
88,"Sony WH-1000XM4 Wireless Headphones","12557.47999999999","182"
31,"Apple TV 4K","12519.85999999999","183"
199,"Jabra Elite 85t Wireless Earbuds","12453.929999999993","184"
294,"HP Envy 32 All-in-One Desktop","12374.849999999999","185"
119,"Elgato Stream Deck XL","12319.439999999993","186"
113,"Netgear Nighthawk X6S Router","12266.529999999995","187"
81,"Samsung 32-Inch Monitor","12266.529999999993","188"
92,"Nintendo Switch OLED Model","12197.089999999995","189"
735,"Remote-Controlled Helicopter","12189.459999999986","190"
712,"Kid’s Swing Set","12145.120000000003","191"
215,"Anker Nebula Capsule","11879.559999999994","192"
190,"Sony WF-1000XM4 Wireless Earbuds","11798.710000000005","193"
286,"Microsoft Surface Laptop 3","11747.890000000001","194"
210,"ASUS TUF Gaming VG27AQ Monitor","11707.409999999994","195"
273,"Microsoft Surface Go 3","11465.8","196"
693,"Pet Door","11406.159999999998","197"
173,"Microsoft Surface Dock 2","11364.130000000006","198"
74,"Samsung 32-Inch Odyssey G5 Monitor","11351.569999999992","199"
62,"Samsung 34-Inch Curved Monitor","11075.609999999995","200"
256,"Microsoft Surface Pro 7","10955.880000000001","201"
180,"Bose Noise Cancelling Headphones 700","10943.519999999993","202"
228,"Razer Huntsman Elite Gaming Keyboard","10911.379999999992","203"
32,"Apple TV 4K (2022)","10885.679999999991","204"
226,"Bose Home Speaker 500","10799.549999999994","205"
653,"Tennis Set","10711.12","206"
205,"Logitech G923 Racing Wheel","10663.569999999992","207"
102,"Bose SoundLink Revolve+","10529.459999999992","208"
660,"Fitness Tracker","10399.63","209"
188,"Garmin Edge 530 GPS Bike Computer","10367.519999999995","210"
86,"Samsung 32-Inch Curved UHD Monitor","10229.500000000005","211"
195,"Fitbit Versa 4","10183.860000000006","212"
170,"Jabra Speak 710","10142.509999999993","213"
153,"Sennheiser HD 660S","10139.609999999995","214"
204,"Microsoft Xbox Series S","10079.399999999992","215"
139,"Nintendo Switch Lite","10029.409999999993","216"
108,"Epson EcoTank ET-2760 Printer","10015.850000000006","217"
289,"Canon EOS Rebel T7i Camera Kit","9939.8","218"
217,"Logitech G915 TKL Mechanical Keyboard","9866.450000000003","219"
669,"Pet Safety Seat","9854.580000000002","220"
229,"DJI Pocket 2","9827.579999999996","221"
76,"Samsung 32-Inch Curved Monitor","9575.550000000003","222"
123,"Huawei Watch GT 3","9314.549999999997","223"
64,"Samsung Galaxy Watch 4","9211.949999999997","224"
67,"Samsung Galaxy Watch 5","9172.409999999998","225"
269,"HP Pavilion Gaming Desktop","9019.900000000001","226"
28,"Apple Magic Keyboard with Touch ID","8963.279999999988","227"
121,"Amazon Echo Studio","8899.499999999995","228"
27,"Apple Magic Keyboard","8891.239999999993","229"
685,"Camping Chair","8732.289999999995","230"
267,"Google Pixel 6 Pro","8639.84","231"
708,"Stuffed Animal Set","8385.669999999996","232"
168,"DJI Osmo Pocket 2","8261.659999999998","233"
274,"Sony RX0 II Camera","8245.809999999998","234"
678,"Remote-Controlled Truck","8215.690000000002","235"
144,"TP-Link Deco X20 Mesh Wi-Fi System","8159.679999999998","236"
241,"Razer Viper Ultimate Wireless Mouse","8003.419999999997","237"
672,"Toy Robot","7995.850000000003","238"
129,"Bose SoundLink Mini II","7955.479999999998","239"
151,"Elgato Game Capture HD60 S","7954.569999999996","240"
122,"Sennheiser Momentum True Wireless 2","7937.579999999999","241"
96,"Sonos One (Gen 2) Wireless Speaker","7708.320000000004","242"
232,"Microsoft Surface Headphones 2","7699.559999999996","243"
276,"HP Chromebook x360 14","7667.73","244"
714,"Tennis Racket Set","7530.569999999999","245"
302,"Lenovo IdeaPad 3 15 Laptop","7391.839999999998","246"
247,"Bose Sleepbuds II","7319.519999999997","247"
149,"Sony WH-CH710N Wireless Headphones","7219.27","248"
725,"Cat Playhouse","6932.429999999998","249"
148,"iRobot Roomba 694 Robot Vacuum","6862.370000000003","250"
301,"Canon EOS 77D Camera Kit","6830.889999999999","251"
202,"Sony WH-XB910N Wireless Headphones","6814.529999999999","252"
89,"Bose QuietComfort 35 II","6803.639999999998","253"
137,"Logitech StreamCam","6731.550000000004","254"
740,"Electronic Building Blocks","6723.719999999999","255"
733,"Cat Water Fountain","6687.769999999998","256"
734,"Kid’s Beach Tent","6654.180000000001","257"
160,"Corsair K95 RGB Platinum","6649.649999999999","258"
33,"Apple TV HD","6587.389999999994","259"
668,"Cat Carrier Backpack","6569.879999999998","260"
30,"Apple Magic Trackpad","6551.159999999993","261"
240,"Sony WH-H910N Wireless Headphones","6524.55","262"
246,"Microsoft Xbox Elite Series 2 Controller","6414.659999999999","263"
652,"Soccer Net","6367.199999999999","264"
72,"Samsung Galaxy Buds Live","6364.320000000002","265"
258,"Sony XBR-65A8H OLED TV","6199.959999999999","266"
670,"Dog Cooling Vest","6142.510000000004","267"
124,"Beyerdynamic DT 990 Pro Headphones","6137.450000000003","268"
704,"Action Figures Set","6131.149999999998","269"
661,"Swim Fins","6017.260000000003","270"
572,"Golf Clubs","5993.730000000001","271"
656,"Baseball Set","5954.7000000000035","272"
141,"Fitbit Versa 3","5892.179999999999","273"
184,"Logitech Brio 4K Webcam","5847.659999999996","274"
220,"Fitbit Luxe","5842.089999999999","275"
691,"Kids’ Baseball Mitt","5814.229999999998","276"
133,"Jabra Elite Active 65t","5779.500000000002","277"
171,"Logitech G733 Wireless Gaming Headset","5719.450000000001","278"
106,"Razer BlackWidow V3 Mechanical Keyboard","5693.31","279"
233,"Logitech Brio 4K Ultra HD Webcam","5657.5899999999965","280"
699,"Cat Window Perch","5622.1500000000015","281"
145,"Western Digital My Book 8TB External HD","5585.509999999998","282"
701,"Pet Car Seat Cover","5552.200000000002","283"
107,"Logitech MX Master 3","5480.369999999997","284"
718,"Baseball Helmet","5472.390000000002","285"
156,"Fitbit Inspire 3","5414.429999999996","286"
707,"Kids’ Board Games","5271.8400000000065","287"
697,"Pet Sling Carrier","5266.969999999997","288"
250,"Jabra Elite 65t Wireless Earbuds","5243.54","289"
686,"Tennis Shorts","5195.739999999996","290"
117,"Western Digital 4TB My Passport External HD","5193.469999999999","291"
244,"Logitech MX Master 3S","5129.459999999997","292"
675,"Magnetic Building Blocks","5114.849999999996","293"
674,"Kids’ Tent","5068.439999999996","294"
110,"Philips Hue White and Color Ambiance Bulbs","4949.499999999997","295"
94,"Fitbit Charge 5","4913.579999999998","296"
713,"Skateboard Deck","4906.72","297"
665,"Bird Feeder","4880.429999999997","298"
152,"Logitech G Pro X Wireless Gaming Headset","4861.559999999998","299"
671,"Pet Litter Mat","4819.03","300"
175,"Fitbit Charge 4","4817.559999999999","301"
209,"Bose SoundLink Flex","4751.6399999999985","302"
29,"Apple Magic Mouse 2","4741.619999999998","303"
223,"Logitech G703 Lightspeed Wireless Mouse","4627.479999999998","304"
154,"Microsoft Surface Pen","4619.449999999996","305"
738,"Art Supplies Set","4610.699999999999","306"
105,"Jabra Elite 75t Wireless Earbuds","4610.470000000001","307"
142,"Bose QuietComfort Earbuds","4465.709999999997","308"
238,"Logitech G Pro X Wireless Headset","4461.210000000002","309"
278,"Canon EOS Rebel T7 DSLR Kit","4424.85","310"
732,"Dog Harness with Leash","4386.3399999999965","311"
702,"Pet Travel Bowl","4362.469999999998","312"
165,"Google Nest Hub Max","4342.080000000001","313"
300,"Microsoft Surface Headphones","4274.700000000001","314"
689,"Exercise Resistance Bands","4227.749999999996","315"
731,"Pet Thermometer","4181.559999999996","316"
280,"Sony WH-1000XM3 Wireless Headphones","4164.83","317"
158,"Razer BlackWidow Elite","4073.0899999999997","318"
730,"Dog Life Jacket","4050.9900000000016","319"
161,"Logitech G Pro Gaming Keyboard","3946.339999999999","320"
159,"Amazon Echo Show 8","3837.190000000001","321"
323,"Women's Evening Gown","3799.7500000000005","322"
715,"Outdoor Basketball Net","3736.74","323"
705,"Children’s Puzzle","3735.120000000001","324"
189,"Sennheiser CX 400BT True Wireless","3719.699999999999","325"
203,"Razer Naga X MMO Gaming Mouse","3639.3499999999985","326"
677,"Child’s Tool Set","3623.0799999999995","327"
659,"Sports Massage Roller","3509.109999999996","328"
143,"Logitech MX Keys","3455.5999999999976","329"
101,"Anker PowerCore 26800 Portable Charger","3349.070000000002","330"
253,"Sony WH-1000XM4 Noise Cancelling Headphones","3324.9","331"
457,"Espresso Machine","3314.74","332"
638,"Pet GPS Tracker","3239.64","333"
728,"Cat Puzzle Feeder","3195.219999999999","334"
213,"Logitech MX Master 2S","3191.4399999999987","335"
120,"Logitech C920 HD Pro Webcam","3122.590000000002","336"
475,"Ice Cream Maker","3087.25","337"
255,"Bose Soundbar 300","3079.8900000000003","338"
698,"Pet Food Storage Container","3074.390000000004","339"
662,"Dog Toy Chew Ring","3055.150000000002","340"
647,"Outdoor Playhouse","3033.2799999999993","341"
227,"Sony WH-CH520 Wireless Headphones","2991.5599999999995","342"
296,"Canon EOS M50 Mark II Camera Kit","2988.9300000000003","343"
682,"Sports Goggles","2976.4000000000015","344"
655,"Exercise Resistance Bands","2942.5199999999977","345"
650,"Water Gun","2935.739999999999","346"
721,"Fitness Mat","2925.959999999998","347"
167,"Anker Soundcore Flare 2","2866.5299999999993","348"
657,"Yoga Blocks","2856.0999999999995","349"
299,"Sony WH-XB900N Wireless Headphones","2834.86","350"
680,"Play Tent","2720.5199999999995","351"
198,"Logitech G Pro Wireless Gaming Mouse","2716.62","352"
169,"Sony PlayStation 5 DualSense Controller","2677.0499999999993","353"
658,"Bicycle Pump","2676.6499999999996","354"
454,"Cookware Set","2649.36","355"
700,"Dog Boots","2584.569999999999","356"
703,"Cat Play Mat","2564.3199999999993","357"
729,"Pet Car Window Shade","2552.34","358"
694,"Cat Food Mat","2520.079999999999","359"
520,"Induction Cookware Set","2502.25","360"
200,"Anker Soundcore Liberty Air 2 Pro","2474.940000000001","361"
618,"Play Kitchen Set","2464.41","362"
696,"Bird Treats","2457.84","363"
709,"Bouncing Ball","2450.37","364"
178,"Roku Ultra 2022","2439.6","365"
590,"Trampoline","2435.7200000000003","366"
724,"Pet Training Mat","2404.6899999999987","367"
287,"Jabra Elite 75t","2398.53","368"
667,"Dog Travel Bowl","2378.0800000000004","369"
313,"Women's Leather Handbag","2375.6699999999996","370"
342,"Men's Suede Jacket","2370.9399999999996","371"
177,"Logitech C922 Pro Stream Webcam","2252.3600000000015","372"
138,"Razer DeathAdder V2","2229.0099999999998","373"
163,"Belkin BoostCharge 10W Wireless Charger","2194.210000000001","374"
663,"Catnip Toys","2150.9600000000005","375"
577,"Running Shoes","2123.43","376"
687,"Soccer Shin Guards","2106.5699999999997","377"
423,"Unisex Sports Watch","2063.6000000000004","378"
695,"Dog Bandana","2040.3500000000013","379"
374,"Men's Fitted Blazer","2038.1199999999994","380"
211,"Western Digital My Passport 1TB External HD","1931.5999999999988","381"
431,"Men's Dress Boots","1871.76","382"
284,"Razer BlackWidow V3 Gaming Keyboard","1866.43","383"
393,"Women's Suede Boots","1859.69","384"
688,"Sports Socks","1838.400000000002","385"
452,"Stand Mixer","1829.8500000000001","386"
322,"Men's Winter Coat","1801.62","387"
332,"Men's Blazer","1795.29","388"
642,"Inflatable Pool","1769.7","389"
118,"Corsair Vengeance LPX 16GB DDR4 RAM","1727.73","390"
257,"Logitech MX Keys Mini","1709.81","391"
481,"Knife Set","1708.5599999999997","392"
612,"Dog Training Collar","1693.31","393"
331,"Unisex Fitness Tracker","1692.2899999999997","394"
308,"Logitech G910 Orion Spectrum Keyboard","1691.9","395"
425,"Women's Embroidered Jacket","1688.0399999999997","396"
201,"Nintendo Switch Pro Controller","1684.6099999999997","397"
441,"Stainless Steel Cookware Set","1657.3300000000002","398"
266,"Jabra Elite Active 75t","1649.8500000000001","399"
430,"Women's Faux Fur Coat","1637.8","400"
666,"Pet Toothbrush","1636.05","401"
307,"Razer Huntsman Mini Keyboard","1635.2300000000005","402"
592,"Educational Tablet","1623.71","403"
585,"Cat Tree","1607.6999999999998","404"
576,"Ski Poles","1598.1600000000003","405"
628,"Running Watch","1554.67","406"
130,"Logitech G502 Hero Gaming Mouse","1552.0500000000002","407"
285,"Sony WH-H910N Noise Cancelling Headphones","1549.9","408"
727,"Pet Odor Neutralizer","1546.8200000000002","409"
491,"Chafing Dish Set","1544.18","410"
625,"Snowshoes","1539.78","411"
298,"Razer BlackWidow V3 Keyboard","1520.8700000000001","412"
109,"Roku Streaming Stick 4K","1516.63","413"
574,"Camping Tent","1504.61","414"
392,"Men's Softshell Jacket","1487.25","415"
261,"HP 27fw Monitor","1479.92","416"
641,"Dog Ramp","1478.1599999999999","417"
447,"Microwave Oven","1450.6699999999998","418"
639,"Dog Agility Equipment","1433.4299999999998","419"
601,"Portable Grill","1421.82","420"
349,"Men's Fleece Jacket","1410.66","421"
690,"Beach Ball","1405.8","422"
636,"Pet Gate","1366.46","423"
312,"Men's Running Shoes","1363.69","424"
552,"Dog Crate","1327.25","425"
571,"Dumbbell Set","1319.7499999999995","426"
453,"Toaster Oven","1299.4099999999999","427"
303,"Razer Kraken Ultimate Gaming Headset","1292.06","428"
275,"Logitech G920 Racing Wheel","1274.95","429"
488,"Bread Maker","1253.81","430"
451,"Slow Cooker","1252.62","431"
282,"Logitech G502 Lightspeed Wireless Mouse","1249.3799999999999","432"
649,"Electronic Drum Set","1247.8400000000001","433"
489,"Electric Hot Pot","1247.68","434"
651,"Frisbee","1240.4200000000003","435"
519,"Cooktop Burner","1220.63","436"
455,"Electric Griddle","1215.81","437"
408,"Women's Silk Robe","1215.81","437"
315,"Women's Wool Scarf","1194.84","438"
272,"Razer Basilisk V3 Gaming Mouse","1162.61","439"
337,"Men's Dress Shoes","1158.9699999999998","440"
560,"Dollhouse","1158.9699999999998","440"
600,"Folding Chair","1152.8899999999999","441"
681,"Paddle Ball","1151.54","442"
429,"Men's Casual Slacks","1147.5900000000001","443"
473,"Coffee Grinder","1142.06","444"
396,"Unisex Leather Messenger Bag","1137.25","445"
596,"Skateboard","1134.2900000000002","446"
417,"Women's Leather Boots","1132.0300000000002","447"
419,"Men's Stylish Sneakers","1124.7","448"
442,"4-Slice Toaster","1108.5200000000002","449"
424,"Men's Chukka Boots","1103.8000000000002","450"
338,"Women's Silk Blouse","1088.7","451"
356,"Unisex Utility Vest","1087.21","452"
340,"Women's Athletic Shoes","1085.13","453"
620,"Train Set","1082.81","454"
555,"Automatic Pet Feeder","1047.03","455"
259,"Razer DeathAdder V2 Pro","1045.6599999999999","456"
373,"Women's Fit & Flare Dress","1043.6799999999998","457"
573,"Hiking Backpack","1042.9099999999999","458"
426,"Men's Work Boots","1041.4599999999998","459"
505,"Soup Maker","1023.7999999999997","460"
594,"RC Boat","1023.4999999999998","461"
324,"Men's Cargo Pants","1020.33","462"
444,"Coffee Maker","1014.0899999999998","463"
328,"Women's Knit Sweater","997.1500000000002","464"
437,"Men's Utility Jacket","993.09","465"
610,"Pet Travel Bed","986.4699999999999","466"
270,"Anker Soundcore Motion+","979.03","467"
359,"Men's Casual Sneakers","962.3199999999999","468"
251,"Razer BlackWidow V3 Mini Keyboard","957.5100000000001","469"
421,"Men's Formal Shoes","957.42","470"
479,"Griddle Pan","946.7700000000002","471"
648,"Child's Scooter","940.1700000000002","472"
293,"Logitech G512 Mechanical Keyboard","939.51","473"
367,"Men's Casual Button-Down","938.0600000000001","474"
543,"Casserole Dish Set","934.1999999999998","475"
434,"Men's Stretch Jeans","923.6700000000002","476"
420,"Women's Denim Overalls","919.41","477"
363,"Women's Ankle Boots","897.4300000000002","478"
498,"Nonstick Bakeware Set","897.2599999999998","479"
412,"Women's Long Cardigan","895.7200000000001","480"
446,"Blender","883.3100000000001","481"
427,"Women's Cozy Sweater","875.7600000000001","482"
549,"Bird Cage","874.7500000000001","483"
589,"Nerf Blaster","869.75","484"
397,"Men's Sweatpants","863.6400000000001","485"
405,"Women's Cropped Jacket","862.2700000000001","486"
364,"Men's Track Jacket","846.7800000000001","487"
645,"Kids Camera","845.3100000000001","488"
174,"TP-Link Kasa Smart Plug","838.1100000000002","489"
456,"Portable Induction Cooktop","836.8499999999997","490"
587,"Aquarium Filter","834.8799999999999","491"
627,"Hiking Poles","827.7700000000001","492"
646,"Miniature Golf Set","825.3599999999999","493"
348,"Women's Peacoat","820.6799999999998","494"
534,"Pancake Maker","811.7100000000002","495"
556,"Fish Tank","811.0699999999999","496"
516,"Pop-Up Toaster","796.56","497"
562,"Board Game","796.0000000000002","498"
410,"Women's Floral Romper","783.7200000000001","499"
314,"Men's Sports Watch","777.4799999999998","500"
335,"Women's Trench Coat","767.8499999999999","501"
375,"Women's Platform Sneakers","764.82","502"
345,"Women's Overalls","756.0899999999999","503"
407,"Men's Gym Shorts","755.6400000000001","504"
469,"Kitchen Utensil Set","752.02","505"
377,"Men's Lightweight Jacket","749.7500000000001","506"
449,"Nonstick Frying Pan","748.54","507"
387,"Men's Dress Vest","744.96","508"
631,"Pet Raincoat","743.4000000000002","509"
385,"Women's Trapeze Dress","740.8100000000001","510"
325,"Women's Sandals","740.3700000000001","511"
480,"Panini Press","736.7800000000001","512"
369,"Men's Formal Trousers","728.85","513"
344,"Men's Casual Loafers","727.7400000000001","514"
443,"Air Fryer","722.5899999999999","515"
394,"Men's Fleece Pants","719.7600000000001","516"
347,"Men's Graphic T-Shirt","709.1700000000002","517"
643,"Sand Box","706.49","518"
593,"Magic Set","701.7400000000001","519"
